hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes,hospital_encoded,department_encoded,day_encoded
General Hospital Kollam,Gynaecology,Saturday,11,7,1,0,31.7,0,89,38,1,2,2
Taluk Hospital Thrissur,Orthopaedics,Wednesday,12,6,0,0,36.4,1,81,38,2,3,5
District Hospital Ernakulam,Orthopaedics,Tuesday,13,6,0,0,24.6,0,67,23,0,3,4
District Hospital Ernakulam,Gynaecology,Friday,17,12,0,0,28.1,0,32,12,0,2,0
District Hospital Ernakulam,Gynaecology,Tuesday,15,9,0,0,37.2,1,78,38,0,2,4
Taluk Hospital Thrissur,Paediatrics,Thursday,10,12,0,0,28.9,0,58,23,2,4,3
District Hospital Ernakulam,Cardiology,Friday,8,9,0,0,35.7,1,82,40,0,0,0
General Hospital Kollam,Paediatrics,Tuesday,11,2,0,0,26.1,0,63,23,1,4,4
District Hospital Ernakulam,General OPD,Friday,17,8,0,0,30.8,1,65,20,0,1,0
General Hospital Kollam,Gynaecology,Saturday,12,9,1,0,24.2,0,78,32,1,2,2
General Hospital Kollam,General OPD,Monday,16,3,0,0,26.7,0,53,15,1,1,1
District Hospital Ernakulam,Orthopaedics,Thursday,9,6,0,0,30.4,1,104,37,0,3,3
Taluk Hospital Thrissur,General OPD,Saturday,8,2,1,0,29.3,0,70,23,2,1,2
Taluk Hospital Thrissur,General OPD,Saturday,10,2,1,0,35.8,0,106,39,2,1,2
Taluk Hospital Thrissur,General OPD,Friday,8,4,0,0,36.6,0,64,24,2,1,0
District Hospital Ernakulam,Orthopaedics,Monday,9,11,0,0,36.6,0,86,36,0,3,1
General Hospital Kollam,Orthopaedics,Monday,11,10,0,0,34.5,0,95,42,1,3,1
General Hospital Kollam,Orthopaedics,Tuesday,17,4,0,0,35.7,0,44,18,1,3,4
Taluk Hospital Thrissur,Orthopaedics,Thursday,10,12,0,0,25.1,0,97,46,2,3,3
General Hospital Kollam,General OPD,Thursday,11,2,0,0,32.5,0,89,35,1,1,3
District Hospital Ernakulam,Orthopaedics,Monday,12,8,0,0,27.2,1,54,21,0,3,1
Taluk Hospital Thrissur,Gynaecology,Saturday,14,2,1,0,32.7,0,86,33,2,2,2
General Hospital Kollam,General OPD,Wednesday,10,7,0,0,35.0,1,84,25,1,1,5
General Hospital Kollam,General OPD,Monday,12,8,0,0,34.7,1,35,10,1,1,1
District Hospital Ernakulam,Gynaecology,Friday,16,7,0,0,24.4,1,35,15,0,2,0
District Hospital Ernakulam,Paediatrics,Monday,12,7,0,0,34.9,0,55,23,0,4,1
General Hospital Kollam,Gynaecology,Friday,10,11,0,0,26.4,0,67,26,1,2,0
District Hospital Ernakulam,Cardiology,Monday,10,7,0,0,29.9,1,64,28,0,0,1
General Hospital Kollam,Paediatrics,Friday,17,4,0,0,25.5,0,39,11,1,4,0
District Hospital Ernakulam,Orthopaedics,Friday,14,6,0,0,28.7,0,75,31,0,3,0
Taluk Hospital Thrissur,Cardiology,Wednesday,13,10,0,0,26.8,0,40,16,2,0,5
District Hospital Ernakulam,Orthopaedics,Wednesday,15,10,0,0,27.4,0,44,16,0,3,5
District Hospital Ernakulam,Orthopaedics,Monday,17,4,0,0,38.0,0,31,13,0,3,1
Taluk Hospital Thrissur,General OPD,Saturday,15,12,1,0,30.1,0,53,20,2,1,2
General Hospital Kollam,Paediatrics,Saturday,15,3,1,0,28.2,0,51,19,1,4,2
Taluk Hospital Thrissur,Paediatrics,Thursday,9,8,0,0,30.7,1,92,39,2,4,3
Taluk Hospital Thrissur,Paediatrics,Friday,8,6,0,0,36.5,1,70,29,2,4,0
General Hospital Kollam,Cardiology,Saturday,13,3,1,0,32.6,0,71,39,1,0,2
Taluk Hospital Thrissur,Paediatrics,Wednesday,14,2,0,0,25.4,0,34,12,2,4,5
Taluk Hospital Thrissur,Gynaecology,Friday,17,4,0,0,29.2,0,49,23,2,2,0
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,1,0,0,25.5,0,46,23,2,2,4
General Hospital Kollam,General OPD,Saturday,10,6,1,0,28.8,0,98,32,1,1,2
District Hospital Ernakulam,General OPD,Thursday,15,6,0,0,28.2,0,27,7,0,1,3
District Hospital Ernakulam,General OPD,Saturday,10,12,1,0,31.2,0,100,28,0,1,2
Taluk Hospital Thrissur,Paediatrics,Thursday,11,7,0,0,26.6,0,77,27,2,4,3
Taluk Hospital Thrissur,Gynaecology,Tuesday,15,10,0,0,29.4,0,65,24,2,2,4
District Hospital Ernakulam,General OPD,Friday,9,9,0,0,29.1,1,67,20,0,1,0
District Hospital Ernakulam,Gynaecology,Saturday,13,10,1,0,32.6,0,72,26,0,2,2
District Hospital Ernakulam,Paediatrics,Friday,10,11,0,0,35.2,0,108,41,0,4,0
General Hospital Kollam,Cardiology,Wednesday,9,4,0,0,25.6,0,73,36,1,0,5
Taluk Hospital Thrissur,Paediatrics,Thursday,17,3,0,0,29.4,0,31,11,2,4,3
Taluk Hospital Thrissur,Cardiology,Friday,10,8,0,0,26.0,1,88,43,2,0,0
District Hospital Ernakulam,General OPD,Thursday,10,4,0,0,29.4,0,85,28,0,1,3
District Hospital Ernakulam,Paediatrics,Saturday,15,7,1,0,35.8,1,50,18,0,4,2
General Hospital Kollam,Orthopaedics,Monday,12,4,0,0,28.0,0,69,27,1,3,1
Taluk Hospital Thrissur,Paediatrics,Friday,16,2,0,0,25.6,0,69,25,2,4,0
District Hospital Ernakulam,Gynaecology,Monday,15,9,0,1,37.9,1,103,47,0,2,1
General Hospital Kollam,Orthopaedics,Monday,15,5,0,0,36.1,0,25,9,1,3,1
General Hospital Kollam,Cardiology,Tuesday,17,12,0,0,36.1,0,59,28,1,0,4
General Hospital Kollam,Gynaecology,Tuesday,11,4,0,0,24.8,0,72,31,1,2,4
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,12,0,0,28.1,0,37,18,2,2,4
Taluk Hospital Thrissur,General OPD,Tuesday,14,1,0,0,36.1,0,28,10,2,1,4
General Hospital Kollam,Cardiology,Tuesday,13,4,0,0,35.8,0,45,20,1,0,4
Taluk Hospital Thrissur,Orthopaedics,Saturday,14,7,1,0,25.1,0,84,28,2,3,2
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,8,1,0,28.6,1,94,42,2,3,2
General Hospital Kollam,Paediatrics,Saturday,13,2,1,0,31.5,0,48,20,1,4,2
General Hospital Kollam,Paediatrics,Wednesday,13,5,0,0,31.7,0,28,10,1,4,5
District Hospital Ernakulam,Orthopaedics,Saturday,8,1,1,0,32.8,0,88,34,0,3,2
General Hospital Kollam,Cardiology,Thursday,15,1,0,0,26.8,0,64,34,1,0,3
Taluk Hospital Thrissur,Orthopaedics,Tuesday,12,2,0,0,29.0,0,25,9,2,3,4
Taluk Hospital Thrissur,Cardiology,Monday,14,11,0,0,34.2,0,68,28,2,0,1
Taluk Hospital Thrissur,General OPD,Saturday,9,1,1,0,30.7,0,73,25,2,1,2
Taluk Hospital Thrissur,Paediatrics,Monday,8,12,0,0,35.4,0,75,26,2,4,1
General Hospital Kollam,Paediatrics,Monday,11,7,0,0,34.2,1,80,27,1,4,1
District Hospital Ernakulam,Cardiology,Thursday,10,11,0,0,26.0,0,83,39,0,0,3
Taluk Hospital Thrissur,Cardiology,Thursday,13,12,0,0,32.8,0,29,15,2,0,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,2,0,0,34.5,0,87,34,2,4,4
District Hospital Ernakulam,Paediatrics,Wednesday,10,4,0,0,33.0,0,65,24,0,4,5
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,11,0,0,26.9,0,58,25,2,2,5
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,4,0,0,29.4,0,35,12,2,4,5
Taluk Hospital Thrissur,General OPD,Friday,8,6,0,0,25.8,0,56,18,2,1,0
Taluk Hospital Thrissur,Cardiology,Thursday,9,1,0,0,24.9,0,66,27,2,0,3
General Hospital Kollam,Paediatrics,Friday,12,11,0,0,31.0,0,46,16,1,4,0
District Hospital Ernakulam,General OPD,Saturday,16,9,1,0,26.1,1,50,16,0,1,2
General Hospital Kollam,Cardiology,Friday,13,7,0,0,32.9,0,63,31,1,0,0
District Hospital Ernakulam,Paediatrics,Saturday,11,1,1,0,25.2,0,92,28,0,4,2
Taluk Hospital Thrissur,Gynaecology,Monday,12,11,0,0,33.2,0,31,11,2,2,1
Taluk Hospital Thrissur,Cardiology,Saturday,8,3,1,0,37.3,0,68,31,2,0,2
Taluk Hospital Thrissur,Orthopaedics,Tuesday,13,3,0,0,34.9,0,37,16,2,3,4
General Hospital Kollam,General OPD,Wednesday,14,5,0,0,24.9,0,65,25,1,1,5
Taluk Hospital Thrissur,General OPD,Thursday,15,9,0,0,24.8,0,30,9,2,1,3
District Hospital Ernakulam,General OPD,Friday,9,4,0,0,31.1,0,52,19,0,1,0
General Hospital Kollam,Cardiology,Monday,15,6,0,0,36.9,1,84,31,1,0,1
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,4,0,1,36.8,0,60,19,2,4,4
General Hospital Kollam,Gynaecology,Wednesday,9,9,0,0,36.6,1,111,48,1,2,5
General Hospital Kollam,Paediatrics,Monday,15,5,0,0,35.8,0,40,12,1,4,1
District Hospital Ernakulam,General OPD,Wednesday,11,5,0,0,35.0,0,97,33,0,1,5
District Hospital Ernakulam,Orthopaedics,Friday,15,4,0,0,36.6,0,68,30,0,3,0
General Hospital Kollam,General OPD,Thursday,8,4,0,0,28.8,0,73,26,1,1,3
General Hospital Kollam,Orthopaedics,Monday,14,12,0,0,28.3,0,33,13,1,3,1
General Hospital Kollam,Paediatrics,Thursday,8,3,0,0,27.9,0,22,9,1,4,3
Taluk Hospital Thrissur,Paediatrics,Saturday,13,8,1,0,25.2,1,53,20,2,4,2
District Hospital Ernakulam,General OPD,Friday,17,1,0,0,33.3,0,28,8,0,1,0
District Hospital Ernakulam,Orthopaedics,Thursday,13,6,0,0,27.8,1,42,14,0,3,3
Taluk Hospital Thrissur,General OPD,Tuesday,9,3,0,0,30.5,0,76,21,2,1,4
District Hospital Ernakulam,Cardiology,Thursday,12,8,0,0,35.9,1,81,40,0,0,3
Taluk Hospital Thrissur,Gynaecology,Monday,11,6,0,0,25.3,1,82,34,2,2,1
General Hospital Kollam,Orthopaedics,Wednesday,10,1,0,0,36.0,0,85,37,1,3,5
General Hospital Kollam,General OPD,Thursday,9,3,0,0,24.2,0,103,38,1,1,3
General Hospital Kollam,Cardiology,Tuesday,14,6,0,0,32.8,0,57,27,1,0,4
General Hospital Kollam,General OPD,Monday,11,11,0,1,35.3,0,75,29,1,1,1
District Hospital Ernakulam,General OPD,Monday,15,1,0,0,36.9,0,47,17,0,1,1
District Hospital Ernakulam,Paediatrics,Monday,14,11,0,0,26.4,0,33,14,0,4,1
District Hospital Ernakulam,Orthopaedics,Thursday,10,1,0,0,32.7,0,65,27,0,3,3
District Hospital Ernakulam,Paediatrics,Friday,15,1,0,0,27.9,0,28,9,0,4,0
Taluk Hospital Thrissur,Gynaecology,Tuesday,16,1,0,0,34.9,0,42,18,2,2,4
District Hospital Ernakulam,Orthopaedics,Friday,16,6,0,0,27.8,1,68,24,0,3,0
District Hospital Ernakulam,General OPD,Thursday,16,6,0,0,32.2,1,40,11,0,1,3
Taluk Hospital Thrissur,Cardiology,Wednesday,16,12,0,0,34.7,0,80,33,2,0,5
District Hospital Ernakulam,Orthopaedics,Tuesday,10,4,0,0,28.5,0,97,41,0,3,4
Taluk Hospital Thrissur,General OPD,Saturday,13,10,1,0,26.0,0,95,27,2,1,2
District Hospital Ernakulam,Gynaecology,Wednesday,10,8,0,0,25.3,1,74,25,0,2,5
District Hospital Ernakulam,General OPD,Wednesday,17,4,0,0,25.8,0,65,18,0,1,5
District Hospital Ernakulam,General OPD,Monday,10,10,0,0,36.8,0,99,27,0,1,1
Taluk Hospital Thrissur,Orthopaedics,Monday,13,12,0,0,29.5,0,26,9,2,3,1
District Hospital Ernakulam,Cardiology,Tuesday,14,11,0,0,33.1,0,31,15,0,0,4
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,11,0,0,35.4,0,74,29,2,2,5
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,12,0,0,37.3,0,110,45,2,3,4
Taluk Hospital Thrissur,General OPD,Tuesday,17,6,0,0,37.5,1,66,18,2,1,4
District Hospital Ernakulam,Cardiology,Wednesday,9,4,0,0,37.8,0,60,29,0,0,5
General Hospital Kollam,Orthopaedics,Thursday,8,5,0,0,27.5,0,24,9,1,3,3
General Hospital Kollam,General OPD,Monday,14,8,0,0,29.9,1,56,18,1,1,1
District Hospital Ernakulam,Orthopaedics,Friday,14,2,0,0,30.7,0,75,30,0,3,0
Taluk Hospital Thrissur,Cardiology,Tuesday,15,2,0,0,35.8,0,38,14,2,0,4
District Hospital Ernakulam,General OPD,Monday,13,3,0,0,26.3,0,24,8,0,1,1
General Hospital Kollam,Orthopaedics,Friday,17,8,0,0,24.4,0,30,12,1,3,0
District Hospital Ernakulam,Cardiology,Monday,9,6,0,0,37.6,1,95,48,0,0,1
Taluk Hospital Thrissur,Gynaecology,Wednesday,12,5,0,0,25.3,0,45,20,2,2,5
District Hospital Ernakulam,Cardiology,Monday,13,1,0,0,25.2,0,72,35,0,0,1
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,1,0,0,26.4,0,68,29,2,4,4
District Hospital Ernakulam,General OPD,Wednesday,14,8,0,0,36.5,1,71,24,0,1,5
General Hospital Kollam,Orthopaedics,Thursday,13,3,0,0,24.6,0,48,18,1,3,3
General Hospital Kollam,Orthopaedics,Friday,8,3,0,1,33.8,0,46,15,1,3,0
District Hospital Ernakulam,Gynaecology,Thursday,17,4,0,0,24.9,0,44,21,0,2,3
District Hospital Ernakulam,Gynaecology,Saturday,15,10,1,0,30.7,0,40,16,0,2,2
Taluk Hospital Thrissur,General OPD,Friday,17,9,0,0,32.0,0,29,8,2,1,0
District Hospital Ernakulam,Cardiology,Tuesday,11,4,0,0,24.6,0,55,30,0,0,4
District Hospital Ernakulam,Cardiology,Saturday,10,10,1,0,28.5,0,111,60,0,0,2
General Hospital Kollam,General OPD,Thursday,16,7,0,0,28.6,1,59,22,1,1,3
General Hospital Kollam,Gynaecology,Friday,16,7,0,0,29.8,1,67,29,1,2,0
General Hospital Kollam,General OPD,Friday,9,5,0,0,31.5,0,72,27,1,1,0
District Hospital Ernakulam,Paediatrics,Saturday,15,10,1,0,30.6,0,46,15,0,4,2
General Hospital Kollam,Gynaecology,Friday,14,1,0,0,36.5,0,41,19,1,2,0
General Hospital Kollam,Paediatrics,Wednesday,13,1,0,0,35.4,0,39,13,1,4,5
District Hospital Ernakulam,General OPD,Tuesday,10,5,0,0,30.2,0,102,31,0,1,4
Taluk Hospital Thrissur,Paediatrics,Friday,9,4,0,0,27.0,0,102,36,2,4,0
District Hospital Ernakulam,Gynaecology,Wednesday,8,9,0,0,26.2,1,62,25,0,2,5
Taluk Hospital Thrissur,Gynaecology,Monday,10,4,0,0,26.8,0,53,20,2,2,1
District Hospital Ernakulam,General OPD,Wednesday,11,5,0,0,35.5,0,82,26,0,1,5
General Hospital Kollam,General OPD,Tuesday,13,8,0,0,30.2,0,50,17,1,1,4
District Hospital Ernakulam,Orthopaedics,Tuesday,12,12,0,0,33.6,0,38,12,0,3,4
General Hospital Kollam,Cardiology,Friday,11,4,0,0,27.2,0,63,26,1,0,0
District Hospital Ernakulam,Gynaecology,Monday,8,8,0,0,33.1,0,20,7,0,2,1
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,7,1,0,35.9,1,58,22,2,3,2
Taluk Hospital Thrissur,Gynaecology,Friday,14,10,0,0,24.1,0,62,31,2,2,0
District Hospital Ernakulam,Gynaecology,Saturday,17,10,1,0,28.2,0,41,17,0,2,2
District Hospital Ernakulam,Orthopaedics,Saturday,13,5,1,0,33.2,0,95,43,0,3,2
District Hospital Ernakulam,Cardiology,Tuesday,16,4,0,0,35.3,0,71,37,0,0,4
District Hospital Ernakulam,Orthopaedics,Saturday,10,12,1,0,33.2,0,83,30,0,3,2
District Hospital Ernakulam,Paediatrics,Thursday,8,10,0,0,37.9,0,72,23,0,4,3
Taluk Hospital Thrissur,Cardiology,Saturday,16,11,1,0,30.7,0,95,47,2,0,2
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,3,0,0,25.4,0,28,12,2,3,4
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,11,0,0,27.1,0,34,16,2,2,4
District Hospital Ernakulam,Paediatrics,Wednesday,13,5,0,0,28.1,0,74,22,0,4,5
General Hospital Kollam,Gynaecology,Friday,17,2,0,0,36.5,0,52,19,1,2,0
Taluk Hospital Thrissur,Paediatrics,Friday,12,7,0,0,36.2,1,42,14,2,4,0
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,12,0,0,34.9,0,51,17,2,4,4
General Hospital Kollam,Orthopaedics,Saturday,8,1,1,0,27.8,0,83,36,1,3,2
Taluk Hospital Thrissur,Cardiology,Thursday,9,3,0,0,30.1,0,77,34,2,0,3
District Hospital Ernakulam,Paediatrics,Monday,8,9,0,1,34.2,0,97,33,0,4,1
Taluk Hospital Thrissur,Cardiology,Monday,8,11,0,0,27.5,0,64,34,2,0,1
District Hospital Ernakulam,Cardiology,Monday,14,9,0,0,28.3,1,32,13,0,0,1
District Hospital Ernakulam,Paediatrics,Saturday,16,10,1,0,28.7,0,91,35,0,4,2
General Hospital Kollam,Orthopaedics,Thursday,13,4,0,0,37.3,0,78,35,1,3,3
General Hospital Kollam,Cardiology,Tuesday,10,4,0,0,24.3,0,82,33,1,0,4
District Hospital Ernakulam,General OPD,Thursday,12,9,0,0,24.7,0,62,17,0,1,3
General Hospital Kollam,General OPD,Saturday,9,7,1,0,29.3,1,105,37,1,1,2
General Hospital Kollam,General OPD,Wednesday,14,11,0,0,33.3,0,37,12,1,1,5
Taluk Hospital Thrissur,Cardiology,Thursday,9,9,0,0,32.6,1,110,43,2,0,3
General Hospital Kollam,Gynaecology,Tuesday,12,9,0,1,29.0,1,60,21,1,2,4
District Hospital Ernakulam,Cardiology,Saturday,15,6,1,0,24.0,0,93,36,0,0,2
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,9,0,0,34.1,1,76,29,2,4,4
District Hospital Ernakulam,Orthopaedics,Wednesday,15,1,0,0,35.4,0,75,24,0,3,5
District Hospital Ernakulam,Orthopaedics,Saturday,13,7,1,0,25.6,0,91,29,0,3,2
General Hospital Kollam,Cardiology,Wednesday,13,8,0,0,27.8,0,43,22,1,0,5
General Hospital Kollam,General OPD,Thursday,14,8,0,0,35.7,0,50,18,1,1,3
Taluk Hospital Thrissur,Cardiology,Monday,10,12,0,0,24.8,0,110,58,2,0,1
General Hospital Kollam,Paediatrics,Friday,15,10,0,0,30.1,0,59,20,1,4,0
District Hospital Ernakulam,Gynaecology,Monday,10,8,0,0,25.6,1,62,22,0,2,1
Taluk Hospital Thrissur,Orthopaedics,Monday,16,12,0,0,34.1,0,34,16,2,3,1
Taluk Hospital Thrissur,Orthopaedics,Friday,16,12,0,0,32.7,0,47,20,2,3,0
General Hospital Kollam,Paediatrics,Wednesday,14,3,0,0,35.6,0,77,33,1,4,5
General Hospital Kollam,General OPD,Saturday,10,9,1,0,30.6,1,85,23,1,1,2
District Hospital Ernakulam,Orthopaedics,Tuesday,13,5,0,0,31.1,0,55,23,0,3,4
District Hospital Ernakulam,Cardiology,Monday,15,8,0,0,32.0,1,61,27,0,0,1
General Hospital Kollam,Paediatrics,Saturday,8,2,1,0,29.8,0,70,26,1,4,2
General Hospital Kollam,Gynaecology,Friday,12,9,0,0,26.9,0,80,32,1,2,0
General Hospital Kollam,Cardiology,Thursday,13,9,0,0,32.7,1,72,31,1,0,3
District Hospital Ernakulam,General OPD,Monday,11,1,0,0,29.0,0,90,35,0,1,1
District Hospital Ernakulam,Gynaecology,Friday,13,12,0,0,24.6,0,30,12,0,2,0
Taluk Hospital Thrissur,Paediatrics,Monday,12,10,0,0,26.6,0,79,33,2,4,1
General Hospital Kollam,Paediatrics,Tuesday,13,2,0,0,29.8,0,79,30,1,4,4
Taluk Hospital Thrissur,Gynaecology,Monday,15,8,0,0,32.3,1,61,21,2,2,1
Taluk Hospital Thrissur,General OPD,Friday,14,10,0,0,36.9,0,69,26,2,1,0
General Hospital Kollam,Gynaecology,Tuesday,10,2,0,0,33.2,0,88,43,1,2,4
Taluk Hospital Thrissur,Paediatrics,Thursday,17,12,0,1,27.5,0,65,28,2,4,3
District Hospital Ernakulam,Paediatrics,Tuesday,10,7,0,0,33.8,0,69,28,0,4,4
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,11,1,0,26.8,0,74,32,2,3,2
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,12,1,0,37.7,0,76,30,2,3,2
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,6,1,0,30.7,1,117,50,2,3,2
Taluk Hospital Thrissur,Gynaecology,Wednesday,14,1,0,0,25.5,0,44,16,2,2,5
Taluk Hospital Thrissur,General OPD,Tuesday,12,3,0,0,33.6,0,29,10,2,1,4
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,1,0,0,35.4,0,26,10,2,3,4
Taluk Hospital Thrissur,Gynaecology,Tuesday,16,7,0,0,31.2,0,64,25,2,2,4
Taluk Hospital Thrissur,General OPD,Thursday,14,7,0,0,37.7,1,65,17,2,1,3
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,8,0,0,27.2,0,65,27,2,3,4
Taluk Hospital Thrissur,Gynaecology,Saturday,17,4,1,0,34.1,0,47,18,2,2,2
General Hospital Kollam,General OPD,Tuesday,10,12,0,0,25.7,0,52,16,1,1,4
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,10,0,0,27.6,0,71,28,2,3,4
General Hospital Kollam,General OPD,Tuesday,13,10,0,1,34.8,0,80,27,1,1,4
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,9,0,0,25.0,0,53,18,2,3,3
General Hospital Kollam,Gynaecology,Monday,16,3,0,0,31.6,0,45,16,1,2,1
General Hospital Kollam,Cardiology,Saturday,13,6,1,0,28.1,0,74,34,1,0,2
Taluk Hospital Thrissur,General OPD,Monday,13,8,0,0,36.7,0,59,17,2,1,1
General Hospital Kollam,Orthopaedics,Thursday,9,7,0,0,31.6,1,118,47,1,3,3
District Hospital Ernakulam,Gynaecology,Friday,15,8,0,0,28.2,0,40,17,0,2,0
General Hospital Kollam,Cardiology,Friday,16,1,0,0,24.9,0,62,30,1,0,0
General Hospital Kollam,Paediatrics,Monday,11,9,0,0,33.8,0,99,35,1,4,1
General Hospital Kollam,Cardiology,Monday,15,12,0,0,24.5,0,24,9,1,0,1
District Hospital Ernakulam,Gynaecology,Monday,17,4,0,0,29.7,0,48,21,0,2,1
District Hospital Ernakulam,Orthopaedics,Monday,14,11,0,0,31.5,0,61,26,0,3,1
General Hospital Kollam,Gynaecology,Monday,9,6,0,0,25.5,0,69,31,1,2,1
District Hospital Ernakulam,Paediatrics,Thursday,14,11,0,1,30.6,0,74,24,0,4,3
Taluk Hospital Thrissur,Paediatrics,Friday,12,11,0,0,28.2,0,76,32,2,4,0
Taluk Hospital Thrissur,Orthopaedics,Monday,16,9,0,0,25.7,1,68,26,2,3,1
Taluk Hospital Thrissur,General OPD,Wednesday,11,12,0,0,36.6,0,72,21,2,1,5
Taluk Hospital Thrissur,Gynaecology,Tuesday,10,3,0,0,32.6,0,66,25,2,2,4
General Hospital Kollam,Gynaecology,Monday,16,8,0,0,31.7,1,34,13,1,2,1
General Hospital Kollam,Gynaecology,Thursday,13,6,0,0,33.4,1,48,21,1,2,3
General Hospital Kollam,Orthopaedics,Thursday,15,6,0,0,33.2,0,29,11,1,3,3
District Hospital Ernakulam,Orthopaedics,Thursday,10,1,0,0,27.4,0,64,27,0,3,3
Taluk Hospital Thrissur,Paediatrics,Wednesday,13,3,0,0,34.3,0,76,27,2,4,5
District Hospital Ernakulam,Orthopaedics,Wednesday,15,9,0,0,26.5,0,73,26,0,3,5
General Hospital Kollam,Gynaecology,Tuesday,12,12,0,0,25.1,0,24,12,1,2,4
Taluk Hospital Thrissur,General OPD,Friday,17,7,0,0,32.3,0,55,16,2,1,0
Taluk Hospital Thrissur,Paediatrics,Saturday,10,6,1,0,27.1,0,111,46,2,4,2
General Hospital Kollam,Paediatrics,Friday,16,2,0,0,29.1,0,20,7,1,4,0
Taluk Hospital Thrissur,Cardiology,Friday,10,8,0,0,26.5,0,92,49,2,0,0
General Hospital Kollam,Paediatrics,Wednesday,8,4,0,0,30.8,0,24,7,1,4,5
General Hospital Kollam,General OPD,Saturday,11,9,1,0,29.1,1,104,39,1,1,2
General Hospital Kollam,Orthopaedics,Monday,16,11,0,0,27.8,0,67,24,1,3,1
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,11,0,0,29.1,0,61,30,2,2,4
General Hospital Kollam,Gynaecology,Wednesday,14,4,0,0,29.7,0,72,35,1,2,5
District Hospital Ernakulam,Paediatrics,Friday,8,9,0,0,30.2,1,62,24,0,4,0
General Hospital Kollam,Cardiology,Tuesday,10,6,0,0,34.0,1,74,33,1,0,4
District Hospital Ernakulam,General OPD,Thursday,15,8,0,0,32.3,0,46,12,0,1,3
General Hospital Kollam,Cardiology,Friday,17,3,0,0,32.8,0,22,11,1,0,0
General Hospital Kollam,General OPD,Tuesday,12,3,0,0,37.4,0,58,22,1,1,4
Taluk Hospital Thrissur,General OPD,Saturday,12,2,1,0,30.3,0,65,24,2,1,2
General Hospital Kollam,Cardiology,Thursday,17,3,0,0,32.2,0,69,28,1,0,3
Taluk Hospital Thrissur,Gynaecology,Wednesday,10,12,0,0,28.8,0,79,35,2,2,5
General Hospital Kollam,Cardiology,Thursday,14,3,0,0,24.2,0,53,28,1,0,3
Taluk Hospital Thrissur,Paediatrics,Tuesday,17,2,0,0,30.7,0,59,22,2,4,4
Taluk Hospital Thrissur,Gynaecology,Monday,9,8,0,0,25.8,0,102,35,2,2,1
Taluk Hospital Thrissur,Paediatrics,Friday,14,6,0,0,24.6,1,44,18,2,4,0
District Hospital Ernakulam,Paediatrics,Wednesday,17,12,0,1,35.7,0,76,23,0,4,5
General Hospital Kollam,Orthopaedics,Thursday,11,2,0,0,32.4,0,84,32,1,3,3
General Hospital Kollam,General OPD,Saturday,8,10,1,0,25.6,0,35,11,1,1,2
General Hospital Kollam,Orthopaedics,Thursday,13,2,0,0,30.0,0,57,20,1,3,3
Taluk Hospital Thrissur,Paediatrics,Friday,13,10,0,0,37.9,0,45,18,2,4,0
District Hospital Ernakulam,Gynaecology,Friday,15,3,0,0,31.8,0,50,19,0,2,0
District Hospital Ernakulam,Gynaecology,Wednesday,14,12,0,0,36.0,0,62,22,0,2,5
General Hospital Kollam,Paediatrics,Saturday,10,2,1,0,31.1,0,115,39,1,4,2
Taluk Hospital Thrissur,Gynaecology,Saturday,8,3,1,0,37.5,0,35,17,2,2,2
General Hospital Kollam,Paediatrics,Friday,14,2,0,0,27.7,0,43,13,1,4,0
General Hospital Kollam,Paediatrics,Thursday,17,11,0,0,28.0,0,58,17,1,4,3
General Hospital Kollam,Paediatrics,Thursday,8,4,0,0,33.2,0,71,26,1,4,3
General Hospital Kollam,General OPD,Friday,16,9,0,0,27.2,1,32,10,1,1,0
Taluk Hospital Thrissur,General OPD,Tuesday,9,5,0,0,29.6,0,92,29,2,1,4
Taluk Hospital Thrissur,Cardiology,Friday,8,12,0,0,25.0,0,25,11,2,0,0
Taluk Hospital Thrissur,Gynaecology,Friday,13,6,0,0,27.9,0,32,13,2,2,0
District Hospital Ernakulam,Gynaecology,Monday,12,3,0,0,31.1,0,55,19,0,2,1
