hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
District Hospital Ernakulam,General OPD,Saturday,10,12,1,0,31.2,0,100,28
Taluk Hospital Thrissur,Paediatrics,Thursday,11,7,0,0,26.6,0,77,27
Taluk Hospital Thrissur,Gynaecology,Tuesday,15,10,0,0,29.4,0,65,24
District Hospital Ernakulam,General OPD,Friday,9,9,0,0,29.1,1,67,20
District Hospital Ernakulam,Gynaecology,Saturday,13,10,1,0,32.6,0,72,26
District Hospital Ernakulam,Paediatrics,Friday,10,11,0,0,35.2,0,108,41
General Hospital Kollam,Cardiology,Wednesday,9,4,0,0,25.6,0,73,36
Taluk Hospital Thrissur,Paediatrics,Thursday,17,3,0,0,29.4,0,31,11
Taluk Hospital Thrissur,Cardiology,Friday,10,8,0,0,26.0,1,88,43
District Hospital Ernakulam,General OPD,Thursday,10,4,0,0,29.4,0,85,28
District Hospital Ernakulam,Paediatrics,Saturday,15,7,1,0,35.8,1,50,18
General Hospital Kollam,Orthopaedics,Monday,12,4,0,0,28.0,0,69,27
Taluk Hospital Thrissur,Paediatrics,Friday,16,2,0,0,25.6,0,69,25
District Hospital Ernakulam,Gynaecology,Monday,15,9,0,1,37.9,1,103,47
General Hospital Kollam,Orthopaedics,Monday,15,5,0,0,36.1,0,25,9
General Hospital Kollam,Cardiology,Tuesday,17,12,0,0,36.1,0,59,28
General Hospital Kollam,Gynaecology,Tuesday,11,4,0,0,24.8,0,72,31
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,12,0,0,28.1,0,37,18
Taluk Hospital Thrissur,General OPD,Tuesday,14,1,0,0,36.1,0,28,10
General Hospital Kollam,Cardiology,Tuesday,13,4,0,0,35.8,0,45,20
Taluk Hospital Thrissur,Orthopaedics,Saturday,14,7,1,0,25.1,0,84,28
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,8,1,0,28.6,1,94,42
General Hospital Kollam,Paediatrics,Saturday,13,2,1,0,31.5,0,48,20
General Hospital Kollam,Paediatrics,Wednesday,13,5,0,0,31.7,0,28,10
District Hospital Ernakulam,Orthopaedics,Saturday,8,1,1,0,32.8,0,88,34
General Hospital Kollam,Cardiology,Thursday,15,1,0,0,26.8,0,64,34
Taluk Hospital Thrissur,Orthopaedics,Tuesday,12,2,0,0,29.0,0,25,9
Taluk Hospital Thrissur,Cardiology,Monday,14,11,0,0,34.2,0,68,28
Taluk Hospital Thrissur,General OPD,Saturday,9,1,1,0,30.7,0,73,25
Taluk Hospital Thrissur,Paediatrics,Monday,8,12,0,0,35.4,0,75,26
General Hospital Kollam,Paediatrics,Monday,11,7,0,0,34.2,1,80,27
District Hospital Ernakulam,Cardiology,Thursday,10,11,0,0,26.0,0,83,39
Taluk Hospital Thrissur,Cardiology,Thursday,13,12,0,0,32.8,0,29,15
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,2,0,0,34.5,0,87,34
District Hospital Ernakulam,Paediatrics,Wednesday,10,4,0,0,33.0,0,65,24
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,11,0,0,26.9,0,58,25
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,4,0,0,29.4,0,35,12
Taluk Hospital Thrissur,General OPD,Friday,8,6,0,0,25.8,0,56,18
Taluk Hospital Thrissur,Cardiology,Thursday,9,1,0,0,24.9,0,66,27
General Hospital Kollam,Paediatrics,Friday,12,11,0,0,31.0,0,46,16
District Hospital Ernakulam,General OPD,Saturday,16,9,1,0,26.1,1,50,16
General Hospital Kollam,Cardiology,Friday,13,7,0,0,32.9,0,63,31
District Hospital Ernakulam,Paediatrics,Saturday,11,1,1,0,25.2,0,92,28
Taluk Hospital Thrissur,Gynaecology,Monday,12,11,0,0,33.2,0,31,11
Taluk Hospital Thrissur,Cardiology,Saturday,8,3,1,0,37.3,0,68,31
Taluk Hospital Thrissur,Orthopaedics,Tuesday,13,3,0,0,34.9,0,37,16
General Hospital Kollam,General OPD,Wednesday,14,5,0,0,24.9,0,65,25
Taluk Hospital Thrissur,General OPD,Thursday,15,9,0,0,24.8,0,30,9
District Hospital Ernakulam,General OPD,Friday,9,4,0,0,31.1,0,52,19
General Hospital Kollam,Cardiology,Monday,15,6,0,0,36.9,1,84,31
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,4,0,1,36.8,0,60,19
General Hospital Kollam,Gynaecology,Wednesday,9,9,0,0,36.6,1,111,48
General Hospital Kollam,Paediatrics,Monday,15,5,0,0,35.8,0,40,12
District Hospital Ernakulam,General OPD,Wednesday,11,5,0,0,35.0,0,97,33
District Hospital Ernakulam,Orthopaedics,Friday,15,4,0,0,36.6,0,68,30
General Hospital Kollam,General OPD,Thursday,8,4,0,0,28.8,0,73,26
General Hospital Kollam,Orthopaedics,Monday,14,12,0,0,28.3,0,33,13
General Hospital Kollam,Paediatrics,Thursday,8,3,0,0,27.9,0,22,9
Taluk Hospital Thrissur,Paediatrics,Saturday,13,8,1,0,25.2,1,53,20
District Hospital Ernakulam,General OPD,Friday,17,1,0,0,33.3,0,28,8
District Hospital Ernakulam,Orthopaedics,Thursday,13,6,0,0,27.8,1,42,14
Taluk Hospital Thrissur,General OPD,Tuesday,9,3,0,0,30.5,0,76,21
District Hospital Ernakulam,Cardiology,Thursday,12,8,0,0,35.9,1,81,40
Taluk Hospital Thrissur,Gynaecology,Monday,11,6,0,0,25.3,1,82,34
General Hospital Kollam,Orthopaedics,Wednesday,10,1,0,0,36.0,0,85,37
General Hospital Kollam,General OPD,Thursday,9,3,0,0,24.2,0,103,38
General Hospital Kollam,Cardiology,Tuesday,14,6,0,0,32.8,0,57,27
General Hospital Kollam,General OPD,Monday,11,11,0,1,35.3,0,75,29
District Hospital Ernakulam,General OPD,Monday,15,1,0,0,36.9,0,47,17
District Hospital Ernakulam,Paediatrics,Monday,14,11,0,0,26.4,0,33,14
District Hospital Ernakulam,Orthopaedics,Thursday,10,1,0,0,32.7,0,65,27
District Hospital Ernakulam,Paediatrics,Friday,15,1,0,0,27.9,0,28,9
Taluk Hospital Thrissur,Gynaecology,Tuesday,16,1,0,0,34.9,0,42,18
District Hospital Ernakulam,Orthopaedics,Friday,16,6,0,0,27.8,1,68,24
District Hospital Ernakulam,General OPD,Thursday,16,6,0,0,32.2,1,40,11
Taluk Hospital Thrissur,Cardiology,Wednesday,16,12,0,0,34.7,0,80,33
District Hospital Ernakulam,Orthopaedics,Tuesday,10,4,0,0,28.5,0,97,41
Taluk Hospital Thrissur,General OPD,Saturday,13,10,1,0,26.0,0,95,27
District Hospital Ernakulam,Gynaecology,Wednesday,10,8,0,0,25.3,1,74,25
District Hospital Ernakulam,General OPD,Wednesday,17,4,0,0,25.8,0,65,18
District Hospital Ernakulam,General OPD,Monday,10,10,0,0,36.8,0,99,27
Taluk Hospital Thrissur,Orthopaedics,Monday,13,12,0,0,29.5,0,26,9
District Hospital Ernakulam,Cardiology,Tuesday,14,11,0,0,33.1,0,31,15
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,11,0,0,35.4,0,74,29
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,12,0,0,37.3,0,110,45
Taluk Hospital Thrissur,General OPD,Tuesday,17,6,0,0,37.5,1,66,18
District Hospital Ernakulam,Cardiology,Wednesday,9,4,0,0,37.8,0,60,29
General Hospital Kollam,Orthopaedics,Thursday,8,5,0,0,27.5,0,24,9
General Hospital Kollam,General OPD,Monday,14,8,0,0,29.9,1,56,18
District Hospital Ernakulam,Orthopaedics,Friday,14,2,0,0,30.7,0,75,30
Taluk Hospital Thrissur,Cardiology,Tuesday,15,2,0,0,35.8,0,38,14
District Hospital Ernakulam,General OPD,Monday,13,3,0,0,26.3,0,24,8
General Hospital Kollam,Orthopaedics,Friday,17,8,0,0,24.4,0,30,12
District Hospital Ernakulam,Cardiology,Monday,9,6,0,0,37.6,1,95,48
Taluk Hospital Thrissur,Gynaecology,Wednesday,12,5,0,0,25.3,0,45,20
District Hospital Ernakulam,Cardiology,Monday,13,1,0,0,25.2,0,72,35
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,1,0,0,26.4,0,68,29
District Hospital Ernakulam,General OPD,Wednesday,14,8,0,0,36.5,1,71,24
General Hospital Kollam,Orthopaedics,Thursday,13,3,0,0,24.6,0,48,18
General Hospital Kollam,Orthopaedics,Friday,8,3,0,1,33.8,0,46,15
District Hospital Ernakulam,Gynaecology,Thursday,17,4,0,0,24.9,0,44,21
District Hospital Ernakulam,Gynaecology,Saturday,15,10,1,0,30.7,0,40,16
Taluk Hospital Thrissur,General OPD,Friday,17,9,0,0,32.0,0,29,8
District Hospital Ernakulam,Cardiology,Tuesday,11,4,0,0,24.6,0,55,30
District Hospital Ernakulam,Cardiology,Saturday,10,10,1,0,28.5,0,111,60
General Hospital Kollam,General OPD,Thursday,16,7,0,0,28.6,1,59,22
General Hospital Kollam,Gynaecology,Friday,16,7,0,0,29.8,1,67,29
General Hospital Kollam,General OPD,Friday,9,5,0,0,31.5,0,72,27
District Hospital Ernakulam,Paediatrics,Saturday,15,10,1,0,30.6,0,46,15
General Hospital Kollam,Gynaecology,Friday,14,1,0,0,36.5,0,41,19
General Hospital Kollam,Paediatrics,Wednesday,13,1,0,0,35.4,0,39,13
District Hospital Ernakulam,General OPD,Tuesday,10,5,0,0,30.2,0,102,31
Taluk Hospital Thrissur,Paediatrics,Friday,9,4,0,0,27.0,0,102,36
District Hospital Ernakulam,Gynaecology,Wednesday,8,9,0,0,26.2,1,62,25
Taluk Hospital Thrissur,Gynaecology,Monday,10,4,0,0,26.8,0,53,20
District Hospital Ernakulam,General OPD,Wednesday,11,5,0,0,35.5,0,82,26
General Hospital Kollam,General OPD,Tuesday,13,8,0,0,30.2,0,50,17
District Hospital Ernakulam,Orthopaedics,Tuesday,12,12,0,0,33.6,0,38,12
General Hospital Kollam,Cardiology,Friday,11,4,0,0,27.2,0,63,26
District Hospital Ernakulam,Gynaecology,Monday,8,8,0,0,33.1,0,20,7
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,7,1,0,35.9,1,58,22
Taluk Hospital Thrissur,Gynaecology,Friday,14,10,0,0,24.1,0,62,31
District Hospital Ernakulam,Gynaecology,Saturday,17,10,1,0,28.2,0,41,17
District Hospital Ernakulam,Orthopaedics,Saturday,13,5,1,0,33.2,0,95,43
District Hospital Ernakulam,Cardiology,Tuesday,16,4,0,0,35.3,0,71,37
District Hospital Ernakulam,Orthopaedics,Saturday,10,12,1,0,33.2,0,83,30
District Hospital Ernakulam,Paediatrics,Thursday,8,10,0,0,37.9,0,72,23
Taluk Hospital Thrissur,Cardiology,Saturday,16,11,1,0,30.7,0,95,47
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,3,0,0,25.4,0,28,12
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,11,0,0,27.1,0,34,16
District Hospital Ernakulam,Paediatrics,Wednesday,13,5,0,0,28.1,0,74,22
General Hospital Kollam,Gynaecology,Friday,17,2,0,0,36.5,0,52,19
Taluk Hospital Thrissur,Paediatrics,Friday,12,7,0,0,36.2,1,42,14
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,12,0,0,34.9,0,51,17
General Hospital Kollam,Orthopaedics,Saturday,8,1,1,0,27.8,0,83,36
Taluk Hospital Thrissur,Cardiology,Thursday,9,3,0,0,30.1,0,77,34
District Hospital Ernakulam,Paediatrics,Monday,8,9,0,1,34.2,0,97,33
Taluk Hospital Thrissur,Cardiology,Monday,8,11,0,0,27.5,0,64,34
District Hospital Ernakulam,Cardiology,Monday,14,9,0,0,28.3,1,32,13
District Hospital Ernakulam,Paediatrics,Saturday,16,10,1,0,28.7,0,91,35
General Hospital Kollam,Orthopaedics,Thursday,13,4,0,0,37.3,0,78,35
General Hospital Kollam,Cardiology,Tuesday,10,4,0,0,24.3,0,82,33
District Hospital Ernakulam,General OPD,Thursday,12,9,0,0,24.7,0,62,17
General Hospital Kollam,General OPD,Saturday,9,7,1,0,29.3,1,105,37
General Hospital Kollam,General OPD,Wednesday,14,11,0,0,33.3,0,37,12
Taluk Hospital Thrissur,Cardiology,Thursday,9,9,0,0,32.6,1,110,43
General Hospital Kollam,Gynaecology,Tuesday,12,9,0,1,29.0,1,60,21
District Hospital Ernakulam,Cardiology,Saturday,15,6,1,0,24.0,0,93,36
Taluk Hospital Thrissur,Paediatrics,Tuesday,9,9,0,0,34.1,1,76,29
District Hospital Ernakulam,Orthopaedics,Wednesday,15,1,0,0,35.4,0,75,24
District Hospital Ernakulam,Orthopaedics,Saturday,13,7,1,0,25.6,0,91,29
General Hospital Kollam,Cardiology,Wednesday,13,8,0,0,27.8,0,43,22
General Hospital Kollam,General OPD,Thursday,14,8,0,0,35.7,0,50,18
Taluk Hospital Thrissur,Cardiology,Monday,10,12,0,0,24.8,0,110,58
General Hospital Kollam,Paediatrics,Friday,15,10,0,0,30.1,0,59,20
District Hospital Ernakulam,Gynaecology,Monday,10,8,0,0,25.6,1,62,22
Taluk Hospital Thrissur,Orthopaedics,Monday,16,12,0,0,34.1,0,34,16
Taluk Hospital Thrissur,Orthopaedics,Friday,16,12,0,0,32.7,0,47,20
General Hospital Kollam,Paediatrics,Wednesday,14,3,0,0,35.6,0,77,33
General Hospital Kollam,General OPD,Saturday,10,9,1,0,30.6,1,85,23
District Hospital Ernakulam,Orthopaedics,Tuesday,13,5,0,0,31.1,0,55,23
District Hospital Ernakulam,Cardiology,Monday,15,8,0,0,32.0,1,61,27
General Hospital Kollam,Paediatrics,Saturday,8,2,1,0,29.8,0,70,26
General Hospital Kollam,Gynaecology,Friday,12,9,0,0,26.9,0,80,32
General Hospital Kollam,Cardiology,Thursday,13,9,0,0,32.7,1,72,31
District Hospital Ernakulam,General OPD,Monday,11,1,0,0,29.0,0,90,35
District Hospital Ernakulam,Gynaecology,Friday,13,12,0,0,24.6,0,30,12
Taluk Hospital Thrissur,Paediatrics,Monday,12,10,0,0,26.6,0,79,33
General Hospital Kollam,Paediatrics,Tuesday,13,2,0,0,29.8,0,79,30
Taluk Hospital Thrissur,Gynaecology,Monday,15,8,0,0,32.3,1,61,21
Taluk Hospital Thrissur,General OPD,Friday,14,10,0,0,36.9,0,69,26
General Hospital Kollam,Gynaecology,Tuesday,10,2,0,0,33.2,0,88,43
Taluk Hospital Thrissur,Paediatrics,Thursday,17,12,0,1,27.5,0,65,28
District Hospital Ernakulam,Paediatrics,Tuesday,10,7,0,0,33.8,0,69,28
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,11,1,0,26.8,0,74,32
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,12,1,0,37.7,0,76,30
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,6,1,0,30.7,1,117,50
Taluk Hospital Thrissur,Gynaecology,Wednesday,14,1,0,0,25.5,0,44,16
Taluk Hospital Thrissur,General OPD,Tuesday,12,3,0,0,33.6,0,29,10
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,1,0,0,35.4,0,26,10
Taluk Hospital Thrissur,Gynaecology,Tuesday,16,7,0,0,31.2,0,64,25
Taluk Hospital Thrissur,General OPD,Thursday,14,7,0,0,37.7,1,65,17
Taluk Hospital Thrissur,Orthopaedics,Tuesday,17,8,0,0,27.2,0,65,27
Taluk Hospital Thrissur,Gynaecology,Saturday,17,4,1,0,34.1,0,47,18
General Hospital Kollam,General OPD,Tuesday,10,12,0,0,25.7,0,52,16
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,10,0,0,27.6,0,71,28
General Hospital Kollam,General OPD,Tuesday,13,10,0,1,34.8,0,80,27
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,9,0,0,25.0,0,53,18
General Hospital Kollam,Gynaecology,Monday,16,3,0,0,31.6,0,45,16
General Hospital Kollam,Cardiology,Saturday,13,6,1,0,28.1,0,74,34
Taluk Hospital Thrissur,General OPD,Monday,13,8,0,0,36.7,0,59,17
General Hospital Kollam,Orthopaedics,Thursday,9,7,0,0,31.6,1,118,47
District Hospital Ernakulam,Gynaecology,Friday,15,8,0,0,28.2,0,40,17
General Hospital Kollam,Cardiology,Friday,16,1,0,0,24.9,0,62,30
General Hospital Kollam,Paediatrics,Monday,11,9,0,0,33.8,0,99,35
General Hospital Kollam,Cardiology,Monday,15,12,0,0,24.5,0,24,9
District Hospital Ernakulam,Gynaecology,Monday,17,4,0,0,29.7,0,48,21
District Hospital Ernakulam,Orthopaedics,Monday,14,11,0,0,31.5,0,61,26
General Hospital Kollam,Gynaecology,Monday,9,6,0,0,25.5,0,69,31
District Hospital Ernakulam,Paediatrics,Thursday,14,11,0,1,30.6,0,74,24
Taluk Hospital Thrissur,Paediatrics,Friday,12,11,0,0,28.2,0,76,32
Taluk Hospital Thrissur,Orthopaedics,Monday,16,9,0,0,25.7,1,68,26
Taluk Hospital Thrissur,General OPD,Wednesday,11,12,0,0,36.6,0,72,21
Taluk Hospital Thrissur,Gynaecology,Tuesday,10,3,0,0,32.6,0,66,25
General Hospital Kollam,Gynaecology,Monday,16,8,0,0,31.7,1,34,13
General Hospital Kollam,Gynaecology,Thursday,13,6,0,0,33.4,1,48,21
General Hospital Kollam,Orthopaedics,Thursday,15,6,0,0,33.2,0,29,11
District Hospital Ernakulam,Orthopaedics,Thursday,10,1,0,0,27.4,0,64,27
Taluk Hospital Thrissur,Paediatrics,Wednesday,13,3,0,0,34.3,0,76,27
District Hospital Ernakulam,Orthopaedics,Wednesday,15,9,0,0,26.5,0,73,26
General Hospital Kollam,Gynaecology,Tuesday,12,12,0,0,25.1,0,24,12
Taluk Hospital Thrissur,General OPD,Friday,17,7,0,0,32.3,0,55,16
Taluk Hospital Thrissur,Paediatrics,Saturday,10,6,1,0,27.1,0,111,46
General Hospital Kollam,Paediatrics,Friday,16,2,0,0,29.1,0,20,7
Taluk Hospital Thrissur,Cardiology,Friday,10,8,0,0,26.5,0,92,49
General Hospital Kollam,Paediatrics,Wednesday,8,4,0,0,30.8,0,24,7
General Hospital Kollam,General OPD,Saturday,11,9,1,0,29.1,1,104,39
General Hospital Kollam,Orthopaedics,Monday,16,11,0,0,27.8,0,67,24
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,11,0,0,29.1,0,61,30
General Hospital Kollam,Gynaecology,Wednesday,14,4,0,0,29.7,0,72,35
District Hospital Ernakulam,Paediatrics,Friday,8,9,0,0,30.2,1,62,24
General Hospital Kollam,Cardiology,Tuesday,10,6,0,0,34.0,1,74,33
District Hospital Ernakulam,General OPD,Thursday,15,8,0,0,32.3,0,46,12
General Hospital Kollam,Cardiology,Friday,17,3,0,0,32.8,0,22,11
General Hospital Kollam,General OPD,Tuesday,12,3,0,0,37.4,0,58,22
Taluk Hospital Thrissur,General OPD,Saturday,12,2,1,0,30.3,0,65,24
General Hospital Kollam,Cardiology,Thursday,17,3,0,0,32.2,0,69,28
Taluk Hospital Thrissur,Gynaecology,Wednesday,10,12,0,0,28.8,0,79,35
General Hospital Kollam,Cardiology,Thursday,14,3,0,0,24.2,0,53,28
Taluk Hospital Thrissur,Paediatrics,Tuesday,17,2,0,0,30.7,0,59,22
Taluk Hospital Thrissur,Gynaecology,Monday,9,8,0,0,25.8,0,102,35
Taluk Hospital Thrissur,Paediatrics,Friday,14,6,0,0,24.6,1,44,18
District Hospital Ernakulam,Paediatrics,Wednesday,17,12,0,1,35.7,0,76,23
General Hospital Kollam,Orthopaedics,Thursday,11,2,0,0,32.4,0,84,32
General Hospital Kollam,General OPD,Saturday,8,10,1,0,25.6,0,35,11
General Hospital Kollam,Orthopaedics,Thursday,13,2,0,0,30.0,0,57,20
Taluk Hospital Thrissur,Paediatrics,Friday,13,10,0,0,37.9,0,45,18
District Hospital Ernakulam,Gynaecology,Friday,15,3,0,0,31.8,0,50,19
District Hospital Ernakulam,Gynaecology,Wednesday,14,12,0,0,36.0,0,62,22
General Hospital Kollam,Paediatrics,Saturday,10,2,1,0,31.1,0,115,39
Taluk Hospital Thrissur,Gynaecology,Saturday,8,3,1,0,37.5,0,35,17
General Hospital Kollam,Paediatrics,Friday,14,2,0,0,27.7,0,43,13
General Hospital Kollam,Paediatrics,Thursday,17,11,0,0,28.0,0,58,17
General Hospital Kollam,Paediatrics,Thursday,8,4,0,0,33.2,0,71,26
General Hospital Kollam,General OPD,Friday,16,9,0,0,27.2,1,32,10
Taluk Hospital Thrissur,General OPD,Tuesday,9,5,0,0,29.6,0,92,29
Taluk Hospital Thrissur,Cardiology,Friday,8,12,0,0,25.0,0,25,11
Taluk Hospital Thrissur,Gynaecology,Friday,13,6,0,0,27.9,0,32,13
District Hospital Ernakulam,Gynaecology,Monday,12,3,0,0,31.1,0,55,19
District Hospital Ernakulam,Orthopaedics,Monday,16,5,0,0,35.4,0,56,20
District Hospital Ernakulam,Paediatrics,Friday,15,4,0,0,28.8,0,69,24
District Hospital Ernakulam,Gynaecology,Monday,15,2,0,0,24.9,0,60,29
General Hospital Kollam,Cardiology,Wednesday,14,6,0,0,31.5,0,36,15
General Hospital Kollam,Paediatrics,Saturday,13,2,1,0,37.0,0,65,22
General Hospital Kollam,Gynaecology,Wednesday,10,12,0,0,37.0,0,62,26
General Hospital Kollam,Cardiology,Saturday,11,5,1,0,27.2,0,118,49
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,2,0,0,33.5,0,92,36
General Hospital Kollam,Gynaecology,Monday,15,6,0,0,28.4,0,76,38
District Hospital Ernakulam,Paediatrics,Tuesday,16,5,0,0,27.1,0,56,17
Taluk Hospital Thrissur,Paediatrics,Thursday,16,1,0,0,28.9,0,75,29
General Hospital Kollam,Paediatrics,Monday,16,8,0,0,33.6,1,43,15
General Hospital Kollam,Orthopaedics,Wednesday,17,5,0,0,31.7,0,35,12
Taluk Hospital Thrissur,Orthopaedics,Wednesday,10,8,0,0,26.9,0,73,27
District Hospital Ernakulam,Orthopaedics,Thursday,10,10,0,0,37.7,0,93,33
General Hospital Kollam,Orthopaedics,Tuesday,16,7,0,0,29.3,1,77,26
General Hospital Kollam,Cardiology,Thursday,15,3,0,0,32.8,0,54,27
District Hospital Ernakulam,Orthopaedics,Wednesday,16,10,0,1,29.6,0,84,29
General Hospital Kollam,Orthopaedics,Thursday,9,8,0,0,28.7,1,95,38
District Hospital Ernakulam,Orthopaedics,Monday,14,2,0,0,36.1,0,58,20
Taluk Hospital Thrissur,Gynaecology,Tuesday,12,6,0,0,33.4,1,77,32
General Hospital Kollam,Paediatrics,Friday,12,8,0,0,37.4,0,60,24
District Hospital Ernakulam,Paediatrics,Saturday,17,10,1,0,35.9,0,39,11
District Hospital Ernakulam,Cardiology,Wednesday,13,11,0,0,33.9,0,58,28
District Hospital Ernakulam,Paediatrics,Wednesday,17,9,0,0,29.8,1,31,9
General Hospital Kollam,Orthopaedics,Saturday,9,4,1,0,29.6,0,71,23
District Hospital Ernakulam,Gynaecology,Monday,8,7,0,0,34.7,1,46,20
General Hospital Kollam,Paediatrics,Wednesday,11,4,0,0,28.0,0,90,28
Taluk Hospital Thrissur,Cardiology,Monday,8,11,0,0,36.0,0,40,21
District Hospital Ernakulam,Gynaecology,Wednesday,16,8,0,0,37.6,0,31,13
District Hospital Ernakulam,Gynaecology,Thursday,16,11,0,0,31.5,0,78,31
Taluk Hospital Thrissur,Cardiology,Monday,15,5,0,0,29.8,0,29,12
General Hospital Kollam,Gynaecology,Tuesday,13,5,0,0,31.5,0,64,32
District Hospital Ernakulam,Orthopaedics,Monday,14,5,0,0,27.2,0,20,8
General Hospital Kollam,Paediatrics,Friday,14,7,0,0,26.3,0,44,18
General Hospital Kollam,Orthopaedics,Monday,14,11,0,0,31.2,0,71,33
Taluk Hospital Thrissur,Orthopaedics,Wednesday,16,5,0,0,26.6,0,24,8
District Hospital Ernakulam,General OPD,Saturday,15,10,1,0,27.8,0,74,24
District Hospital Ernakulam,General OPD,Tuesday,8,9,0,0,26.6,1,47,13
District Hospital Ernakulam,General OPD,Tuesday,9,3,0,0,30.9,0,71,22
District Hospital Ernakulam,Orthopaedics,Thursday,8,6,0,0,35.8,0,23,8
District Hospital Ernakulam,General OPD,Friday,15,3,0,0,36.5,0,36,13
General Hospital Kollam,General OPD,Saturday,11,7,1,0,37.6,1,77,22
Taluk Hospital Thrissur,General OPD,Friday,11,8,0,0,33.5,1,80,23
Taluk Hospital Thrissur,General OPD,Saturday,16,9,1,0,27.5,0,47,14
General Hospital Kollam,Cardiology,Monday,11,11,0,0,28.5,0,60,31
Taluk Hospital Thrissur,General OPD,Thursday,11,1,0,0,32.1,0,94,31
Taluk Hospital Thrissur,Cardiology,Wednesday,9,4,0,0,31.0,0,93,45
Taluk Hospital Thrissur,General OPD,Monday,13,11,0,0,33.8,0,70,19
District Hospital Ernakulam,Cardiology,Wednesday,16,11,0,0,28.9,0,77,35
General Hospital Kollam,General OPD,Saturday,14,6,1,0,25.9,0,66,23
Taluk Hospital Thrissur,Orthopaedics,Friday,15,4,0,0,26.6,0,42,15
District Hospital Ernakulam,Orthopaedics,Friday,16,3,0,0,31.4,0,48,17
District Hospital Ernakulam,Gynaecology,Wednesday,15,1,0,0,32.9,0,44,20
General Hospital Kollam,Gynaecology,Wednesday,17,4,0,0,34.1,0,62,31
District Hospital Ernakulam,Cardiology,Friday,15,9,0,0,32.6,1,71,30
General Hospital Kollam,Gynaecology,Saturday,9,1,1,0,37.1,0,76,37
General Hospital Kollam,General OPD,Thursday,11,2,0,0,32.0,0,103,32
District Hospital Ernakulam,Gynaecology,Friday,17,5,0,0,29.1,0,58,27
General Hospital Kollam,Cardiology,Saturday,15,2,1,0,35.2,0,38,16
Taluk Hospital Thrissur,Paediatrics,Wednesday,8,10,0,0,31.4,0,66,20
District Hospital Ernakulam,General OPD,Tuesday,16,2,0,0,34.2,0,54,17
General Hospital Kollam,Gynaecology,Saturday,11,10,1,0,37.3,0,100,47
District Hospital Ernakulam,General OPD,Saturday,17,6,1,0,30.4,0,91,25
General Hospital Kollam,Gynaecology,Thursday,16,6,0,0,26.2,0,48,24
District Hospital Ernakulam,Gynaecology,Wednesday,13,7,0,0,32.9,0,40,18
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,9,0,0,27.6,0,48,24
General Hospital Kollam,General OPD,Wednesday,17,1,0,0,25.9,0,76,23
District Hospital Ernakulam,Cardiology,Tuesday,13,1,0,0,35.5,0,64,33
Taluk Hospital Thrissur,Gynaecology,Friday,17,10,0,0,25.3,0,49,20
General Hospital Kollam,Orthopaedics,Wednesday,17,4,0,0,27.6,0,39,13
District Hospital Ernakulam,Gynaecology,Tuesday,9,12,0,0,35.1,0,61,26
Taluk Hospital Thrissur,Gynaecology,Monday,17,11,0,0,24.5,0,71,31
General Hospital Kollam,General OPD,Wednesday,13,7,0,0,37.0,1,79,23
Taluk Hospital Thrissur,Gynaecology,Monday,14,1,0,0,31.3,0,40,17
General Hospital Kollam,Orthopaedics,Friday,11,3,0,0,33.4,0,75,35
Taluk Hospital Thrissur,Gynaecology,Friday,9,4,0,1,28.1,0,95,35
District Hospital Ernakulam,General OPD,Thursday,17,12,0,0,31.7,0,36,10
Taluk Hospital Thrissur,Paediatrics,Saturday,10,3,1,0,31.8,0,96,33
Taluk Hospital Thrissur,Cardiology,Friday,17,12,0,0,27.4,0,24,10
